Starting job 1 at Mo 10. Feb 00:03:44 CET 2025
Configuration: dataset=all_domains_all_samples prompt=markdown_fact_first_few_shot_structured train=markdown_fact_first_few_shot_structured ++train.training_args.per_device_train_batch_size=8 ++train.training_args.gradient_accumulation_steps=2
[2025-02-10 00:04:10,235][root][INFO] - Global seed set to 314
[2025-02-10 00:04:10,237][root][WARNING] - Quantisation will be done on loaded model, THIS IS A QLORA FINE-TUNING RUN
[2025-02-10 00:04:10,237][root][WARNING] - Following flags are set for the run : 
 Use Quantisation before fine-tuning : True 
 Perform Validation on epoch end : False
[2025-02-10 00:04:10,237][root][INFO] - Running Fine-tuning on the all_domains_all_samples dataset
[2025-02-10 00:04:10,237][root][INFO] - Current training config is : 
 Prompt type : few_shot 
 Response type : fact_first 
 Explanation type : structured 
 Response Format : markdown 
[2025-02-10 00:04:10,237][root][INFO] - Loading dataset from /home/fr/fr_fr/fr_rf1031/bar-llama/dataset/seed_dataset/distilled_dataset.json
[2025-02-10 00:04:10,274][root][INFO] - Dataset loaded successfully, indexing questions...
[2025-02-10 00:04:10,765][root][INFO] - Indexing complete, sampling of questions set to True
[2025-02-10 00:04:10,766][root][INFO] - Questions selected, dataset contains 1512 questions with 216.0 questions per domain
[2025-02-10 00:04:10,798][root][INFO] - Prompt Handler initialized with configuration: {'prompt_type': 'few_shot', 'example_path': '${hydra:runtime.cwd}/prompt/examples/structured_example.json', 'explanation_type': 'structured', 'response_type': 'fact_first', 'response_format': 'markdown', 'store_prompt': True, 'system_prompt': '${hydra:runtime.cwd}/prompt/system_prompt/system_${train.prompt.response_format}_${train.prompt.response_type}_${train.prompt.explanation_type}.txt', 'include_system_prompt': True}
[2025-02-10 00:04:12,077][root][INFO] - Tokenizer meta-llama/Llama-2-7b-hf loaded successfully
[2025-02-10 00:04:41,956][root][INFO] - Quantised model meta-llama/Llama-2-7b-hf loaded successfully
[2025-02-10 00:05:15,818][root][INFO] - Model prepared for kbit training
[2025-02-10 00:05:15,818][root][INFO] - Lora config loaded, following are the details : 
 LoraConfig(peft_type=<PeftType.LORA: 'LORA'>, auto_mapping=None, base_model_name_or_path=None, revision=None, task_type='CAUSAL_LM', inference_mode=False, r=64, target_modules={'q_proj', 'gate_proj', 'k_proj', 'o_proj', 'up_proj', 'down_proj', 'v_proj'}, lora_alpha=32, lora_dropout=0.05, fan_in_fan_out=False, bias='none', use_rslora=False, modules_to_save=None, init_lora_weights=True, layers_to_transform=None, layers_pattern=None, rank_pattern={}, alpha_pattern={}, megatron_config=None, megatron_core='megatron.core', loftq_config={}, use_dora=False, layer_replication=None, runtime_config=LoraRuntimeConfig(ephemeral_gpu_offload=False))
[2025-02-10 00:05:17,518][root][INFO] - Lora adapter added to model
[2025-02-10 00:05:18,939][accelerate.utils.other][WARNING] - Detected kernel version 4.18.0, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
[2025-02-11 05:51:48,392][root][INFO] - Domain : Contracts, Question : 72
[2025-02-11 05:52:19,452][root][INFO] - Domain : Contracts, Question : 81
[2025-02-11 05:52:50,503][root][INFO] - Domain : Contracts, Question : 88
[2025-02-11 05:53:22,041][root][INFO] - Domain : Contracts, Question : 94
[2025-02-11 05:53:53,529][root][INFO] - Domain : Torts, Question : 4
[2025-02-11 05:54:24,242][root][INFO] - Domain : Torts, Question : 11
[2025-02-11 05:54:55,263][root][INFO] - Domain : Torts, Question : 24
[2025-02-11 05:55:27,557][root][INFO] - Domain : Torts, Question : 32
[2025-02-11 05:55:57,662][root][INFO] - Domain : Torts, Question : 41
[2025-02-11 05:56:28,570][root][INFO] - Domain : Torts, Question : 47
[2025-02-11 05:57:00,152][root][INFO] - Processing question number 50
[2025-02-11 05:57:00,156][root][INFO] - Domain : Torts, Question : 52
[2025-02-11 05:57:31,928][root][INFO] - Domain : Torts, Question : 62
[2025-02-11 05:58:03,054][root][INFO] - Domain : Torts, Question : 76
[2025-02-11 05:58:33,425][root][INFO] - Domain : Torts, Question : 82
[2025-02-11 05:59:05,487][root][INFO] - Domain : Torts, Question : 90
[2025-02-11 05:59:36,586][root][INFO] - Domain : Torts, Question : 95
[2025-02-11 06:00:06,724][root][INFO] - Domain : Torts, Question : 99
[2025-02-11 06:00:38,465][root][INFO] - Domain : Evidence, Question : 5
[2025-02-11 06:01:08,992][root][INFO] - Domain : Evidence, Question : 12
[2025-02-11 06:01:40,568][root][INFO] - Domain : Evidence, Question : 18
[2025-02-11 06:02:12,934][root][INFO] - Processing question number 60
[2025-02-11 06:02:12,938][root][INFO] - Domain : Evidence, Question : 23
[2025-02-11 06:02:43,440][root][INFO] - Domain : Evidence, Question : 31
[2025-02-11 06:03:14,316][root][INFO] - Domain : Evidence, Question : 34
[2025-02-11 06:03:45,806][root][INFO] - Domain : Evidence, Question : 40
[2025-02-11 06:04:16,289][root][INFO] - Domain : Evidence, Question : 44
[2025-02-11 06:04:47,282][root][INFO] - Domain : Evidence, Question : 53
[2025-02-11 06:05:18,329][root][INFO] - Domain : Evidence, Question : 59
[2025-02-11 06:05:49,402][root][INFO] - Domain : Evidence, Question : 68
[2025-02-11 06:06:20,804][root][INFO] - Domain : Evidence, Question : 73
[2025-02-11 06:06:51,944][root][INFO] - Domain : Evidence, Question : 78
[2025-02-11 06:07:23,625][root][INFO] - Processing question number 70
[2025-02-11 06:07:23,630][root][INFO] - Domain : Evidence, Question : 86
[2025-02-11 06:07:54,468][root][INFO] - Domain : Evidence, Question : 96
[2025-02-11 06:08:25,350][root][INFO] - Domain : Property, Question : 6
[2025-02-11 06:08:56,051][root][INFO] - Domain : Property, Question : 13
[2025-02-11 06:09:27,426][root][INFO] - Domain : Property, Question : 20
[2025-02-11 06:09:58,754][root][INFO] - Domain : Property, Question : 33
[2025-02-11 06:10:29,333][root][INFO] - Domain : Property, Question : 39
[2025-02-11 06:11:00,763][root][INFO] - Domain : Property, Question : 48
[2025-02-11 06:11:32,040][root][INFO] - Domain : Property, Question : 54
[2025-02-11 06:12:03,470][root][INFO] - Domain : Property, Question : 61
[2025-02-11 06:12:34,315][root][INFO] - Processing question number 80
[2025-02-11 06:12:34,320][root][INFO] - Domain : Property, Question : 67
[2025-02-11 06:13:05,625][root][INFO] - Domain : Property, Question : 75
[2025-02-11 06:13:36,920][root][INFO] - Domain : Property, Question : 83
[2025-02-11 06:14:07,638][root][INFO] - Domain : Property, Question : 89
[2025-02-11 06:14:38,452][root][INFO] - Domain : Property, Question : 97
[2025-02-11 06:15:10,019][root][INFO] - Domain : Property, Question : 100
[2025-02-11 06:15:41,407][root][INFO] - Domain : Criminal_law, Question : 10
[2025-02-11 06:16:12,852][root][INFO] - Domain : Criminal_law, Question : 15
[2025-02-11 06:16:43,568][root][INFO] - Domain : Criminal_law, Question : 26
[2025-02-11 06:17:14,734][root][INFO] - Domain : Criminal_law, Question : 30
[2025-02-11 06:17:45,217][root][INFO] - Processing question number 90
[2025-02-11 06:17:45,223][root][INFO] - Domain : Criminal_law, Question : 36
[2025-02-11 06:18:17,148][root][INFO] - Domain : Criminal_law, Question : 45
[2025-02-11 06:18:47,157][root][INFO] - Domain : Criminal_law, Question : 50
[2025-02-11 06:19:18,046][root][INFO] - Domain : Criminal_law, Question : 57
[2025-02-11 06:19:48,205][root][INFO] - Domain : Criminal_law, Question : 64
[2025-02-11 06:20:19,647][root][INFO] - Domain : Criminal_law, Question : 74
[2025-02-11 06:20:50,123][root][INFO] - Domain : Criminal_law, Question : 80
[2025-02-11 06:21:20,946][root][INFO] - Domain : Criminal_law, Question : 85
[2025-02-11 06:21:52,043][root][INFO] - Domain : Criminal_law, Question : 92
[2025-02-11 06:22:23,606][root][INFO] - Inference complete
[2025-02-11 06:22:23,606][root][INFO] - Saving raw outputs to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/raw_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_025/markdown_fact_first_few_shot_structured/test_set_1.json
[2025-02-11 06:22:23,614][root][INFO] - Starting parsing of raw outputs to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/parsed_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_025/markdown_fact_first_few_shot_structured/test_set_1.json
[2025-02-11 06:22:23,615][root][ERROR] - |Q. 7||D: Civil_procedure| Failed to extract Legal_conclusion: 
[2025-02-11 06:22:23,623][root][ERROR] - |Q. 13||D: Property| Failed to extract Legal_conclusion: 
[2025-02-11 06:22:23,624][root][ERROR] - |Q. 61||D: Property| Failed to extract Legal_conclusion: 
[2025-02-11 06:22:23,625][root][ERROR] - |Q. 100||D: Property| Failed to extract Legal_conclusion: 
[2025-02-11 06:22:23,627][root][INFO] - Saving parsed outputs to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/parsed_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_025/markdown_fact_first_few_shot_structured/test_set_1.json
[2025-02-11 06:22:23,633][root][INFO] - Dumped the response to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/parsed_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_025/markdown_fact_first_few_shot_structured/test_set_1.json
[2025-02-11 06:22:23,633][root][INFO] - Saved parsed outputs
[2025-02-11 06:22:23,633][root][INFO] - Saving parsing metadata to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/parsing_metadata/raw_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_025/markdown_fact_first_few_shot_structured/test_set_1.json
[2025-02-11 06:22:23,635][root][INFO] - Dumped the stats to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/parsing_metadata/raw_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_025/markdown_fact_first_few_shot_structured/test_set_1.json
[2025-02-11 06:22:23,636][root][INFO] - Saved parsing metadata
[2025-02-11 06:22:23,637][root][INFO] - Metrics will be saved to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/metrics/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_025/markdown_fact_first_few_shot_structured/test_set_1.json
[2025-02-11 06:22:23,672][root][INFO] - Metrics calculated, saving backup to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/metrics/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_025/markdown_fact_first_few_shot_structured/test_set_1.json
[2025-02-11 06:22:23,678][root][INFO] - Dumped the metrics to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/metrics/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_025/markdown_fact_first_few_shot_structured/test_set_1.json
Metrics successfully appended to master CSV.
[2025-02-11 06:22:23,805][root][INFO] - Evaluation completed for markdown_fact_first_few_shot_structured, on test_set_1
[2025-02-11 06:22:23,805][root][INFO] - Summary of metrics : {'label_accuracy': 0.42424242424242425, 'misclassification_rate': 0.5757575757575757, 'combined_accuracy': 0.32323232323232326, 'malformed_label': 1, 'malformed_domain': 30, 'total_predictions': 99, 'correct_predictions': 42, 'correct_label_and_domain': 32, 'Constitutional_Law_accuracy': 0.14285714285714285, 'Contracts_accuracy': 0.35714285714285715, 'Criminal_Law_accuracy': 0.5384615384615384, 'Evidence_accuracy': 0.2, 'Real_Property_accuracy': 0.2857142857142857, 'Torts_accuracy': 0.6153846153846154, 'Civil_Procedure_accuracy': 0.1875, 'Constitutional_Law_confidence': 0.1414141414141414, 'Contracts_confidence': 0.21212121212121213, 'Criminal_Law_confidence': 0.16161616161616163, 'Evidence_confidence': 0.08080808080808081, 'Real_Property_confidence': 0.04040404040404041, 'Torts_confidence': 0.1414141414141414, 'Civil_Procedure_confidence': 0.09090909090909091, 'correct_domain_wrong_label': 37, 'correct_label_wrong_domain': 10, 'both_wrong': 20}
Running evaluation with config: seeds=seed_206 dataset=all_domains_all_samples generation=temp_06 evaluation_dataset=test_set_1 eval=markdown_fact_first_few_shot_structured ++eval.quantisation_status=full_model ++eval.training_status=trained
[2025-02-11 06:22:31,482][root][INFO] - Setting global seed to 206
[2025-02-11 06:22:31,487][root][INFO] - Running evaluation of the trained model on the test_set_1
[2025-02-11 06:22:31,487][root][INFO] - Current evaluation config is : 
 Prompt type : few_shot 
 Response type : fact_first 
 Explanation type : structured 
 Response Format : markdown 
[2025-02-11 06:22:31,488][root][INFO] - Loading dataset from /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/dataset/test_sets/bar_set_1.json
[2025-02-11 06:22:31,491][root][INFO] - Dataset loaded successfully, indexing questions...
[2025-02-11 06:22:31,492][root][INFO] - Indexing complete, sampling of questions set to False
[2025-02-11 06:22:31,493][root][INFO] - Questions selected, dataset contains 99 questions with 14.142857142857142 questions per domain
[2025-02-11 06:22:31,665][root][INFO] - Loading model : meta-llama/Llama-2-7b-hf
[2025-02-11 06:22:31,897][root][INFO] - Full model selected, loading model
[2025-02-11 06:22:42,880][root][INFO] - Tokenizer special tokens: {'bos_token': '<s>', 'eos_token': '</s>', 'unk_token': '<unk>', 'pad_token': '[PAD]'} have been added
[2025-02-11 06:23:40,014][root][INFO] - Fine-tuned model selected, loading adapter
[2025-02-11 06:23:40,015][root][WARNING] - Inference will be done using model.generate instead of hf pipeline since peft model is not compatible with it
Evaluation failed with config: seeds=seed_206 dataset=all_domains_all_samples generation=temp_06 evaluation_dataset=test_set_1 eval=markdown_fact_first_few_shot_structured ++eval.quantisation_status=full_model ++eval.training_status=trained
Running evaluation with config: seeds=seed_206 dataset=all_domains_all_samples generation=temp_06 evaluation_dataset=test_set_1 eval=markdown_fact_first_few_shot_structured ++eval.quantisation_status=full_model ++eval.training_status=untrained
[2025-02-11 06:23:46,317][root][INFO] - Setting global seed to 206
[2025-02-11 06:23:46,323][root][INFO] - Running evaluation of the untrained model on the test_set_1
[2025-02-11 06:23:46,323][root][INFO] - Current evaluation config is : 
 Prompt type : few_shot 
 Response type : fact_first 
 Explanation type : structured 
 Response Format : markdown 
[2025-02-11 06:23:46,324][root][INFO] - Loading dataset from /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/dataset/test_sets/bar_set_1.json
[2025-02-11 06:23:46,326][root][INFO] - Dataset loaded successfully, indexing questions...
[2025-02-11 06:23:46,327][root][INFO] - Indexing complete, sampling of questions set to False
[2025-02-11 06:23:46,327][root][INFO] - Questions selected, dataset contains 99 questions with 14.142857142857142 questions per domain
[2025-02-11 06:23:46,470][root][INFO] - Loading model : meta-llama/Llama-2-7b-hf
[2025-02-11 06:23:46,697][root][INFO] - Full model selected, loading model
[2025-02-11 06:23:57,245][root][INFO] - Baseline model selected, no adapter needed
[2025-02-11 06:23:57,246][root][WARNING] - Inference will be done using hf pipeline since model.generate consistently generates gibberish
[2025-02-11 06:24:03,430][root][INFO] - Prompt Handler initialized with configuration: {'prompt_type': 'few_shot', 'example_path': '${hydra:runtime.cwd}/prompt/examples/structured_example.json', 'explanation_type': 'structured', 'response_type': 'fact_first', 'response_format': 'markdown', 'store_prompt': False, 'include_system_prompt': True, 'system_prompt': '${hydra:runtime.cwd}/prompt/system_prompt/system_${eval.prompt.response_format}_${eval.prompt.response_type}_${eval.prompt.explanation_type}.txt'}
[2025-02-11 06:24:03,432][root][INFO] - Raw output for this run will be saved to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/raw_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_06/markdown_fact_first_few_shot_structured/test_set_1.json
[2025-02-11 06:24:03,432][root][INFO] - Starting inference
[2025-02-11 06:24:03,620][root][INFO] - Processing question number 0
[2025-02-11 06:24:03,623][root][INFO] - Domain : Civil_procedure, Question : 1
[2025-02-11 06:24:33,958][root][INFO] - Domain : Civil_procedure, Question : 7
[2025-02-11 06:25:05,279][root][INFO] - Domain : Civil_procedure, Question : 14
[2025-02-11 06:25:36,131][root][INFO] - Domain : Civil_procedure, Question : 21
[2025-02-11 06:26:07,482][root][INFO] - Domain : Civil_procedure, Question : 28
[2025-02-11 06:26:38,198][root][INFO] - Domain : Civil_procedure, Question : 35
[2025-02-11 06:27:08,867][root][INFO] - Domain : Civil_procedure, Question : 42
[2025-02-11 06:27:40,360][root][INFO] - Domain : Civil_procedure, Question : 49
[2025-02-11 06:28:11,370][root][INFO] - Domain : Civil_procedure, Question : 56
[2025-02-11 06:28:41,991][root][INFO] - Domain : Civil_procedure, Question : 63
[2025-02-11 06:29:13,343][root][INFO] - Processing question number 10
[2025-02-11 06:29:13,345][root][INFO] - Domain : Civil_procedure, Question : 69
[2025-02-11 06:29:45,961][root][INFO] - Domain : Civil_procedure, Question : 70
[2025-02-11 06:30:16,389][root][INFO] - Domain : Civil_procedure, Question : 77
[2025-02-11 06:30:47,350][root][INFO] - Domain : Civil_procedure, Question : 84
[2025-02-11 06:31:18,893][root][INFO] - Domain : Civil_procedure, Question : 91
[2025-02-11 06:31:50,412][root][INFO] - Domain : Civil_procedure, Question : 98
[2025-02-11 06:32:20,907][root][INFO] - Domain : Constitutional_law, Question : 2
[2025-02-11 06:32:51,329][root][INFO] - Domain : Constitutional_law, Question : 9
[2025-02-11 06:33:22,247][root][INFO] - Domain : Constitutional_law, Question : 17
[2025-02-11 06:33:53,142][root][INFO] - Domain : Constitutional_law, Question : 25
[2025-02-11 06:34:23,748][root][INFO] - Processing question number 20
[2025-02-11 06:34:23,751][root][INFO] - Domain : Constitutional_law, Question : 29
[2025-02-11 06:34:54,619][root][INFO] - Domain : Constitutional_law, Question : 37
[2025-02-11 06:35:25,678][root][INFO] - Domain : Constitutional_law, Question : 43
[2025-02-11 06:35:56,167][root][INFO] - Domain : Constitutional_law, Question : 55
[2025-02-11 06:36:26,594][root][INFO] - Domain : Constitutional_law, Question : 60
[2025-02-11 06:36:57,732][root][INFO] - Domain : Constitutional_law, Question : 65
[2025-02-11 06:37:28,664][root][INFO] - Domain : Constitutional_law, Question : 71
[2025-02-11 06:38:00,378][root][INFO] - Domain : Constitutional_law, Question : 79
[2025-02-11 06:38:31,272][root][INFO] - Domain : Constitutional_law, Question : 87
[2025-02-11 06:39:02,293][root][INFO] - Domain : Constitutional_law, Question : 93
[2025-02-11 06:39:32,649][root][INFO] - Processing question number 30
[2025-02-11 06:39:32,653][root][INFO] - Domain : Contracts, Question : 3
[2025-02-11 06:40:03,938][root][INFO] - Domain : Contracts, Question : 8
[2025-02-11 06:40:35,469][root][INFO] - Domain : Contracts, Question : 16
[2025-02-11 06:41:06,485][root][INFO] - Domain : Contracts, Question : 22
[2025-02-11 06:41:37,338][root][INFO] - Domain : Contracts, Question : 27
[2025-02-11 06:42:08,033][root][INFO] - Domain : Contracts, Question : 38
[2025-02-11 06:42:39,502][root][INFO] - Domain : Contracts, Question : 46
[2025-02-11 06:43:10,330][root][INFO] - Domain : Contracts, Question : 51
[2025-02-11 06:43:41,608][root][INFO] - Domain : Contracts, Question : 58
[2025-02-11 06:44:12,614][root][INFO] - Domain : Contracts, Question : 66
[2025-02-11 06:44:44,344][root][INFO] - Processing question number 40
[2025-02-11 06:44:44,348][root][INFO] - Domain : Contracts, Question : 72
[2025-02-11 06:45:15,409][root][INFO] - Domain : Contracts, Question : 81
[2025-02-11 06:45:46,457][root][INFO] - Domain : Contracts, Question : 88
[2025-02-11 06:46:17,997][root][INFO] - Domain : Contracts, Question : 94
[2025-02-11 06:46:49,483][root][INFO] - Domain : Torts, Question : 4
[2025-02-11 06:47:20,197][root][INFO] - Domain : Torts, Question : 11
[2025-02-11 06:47:51,219][root][INFO] - Domain : Torts, Question : 24
[2025-02-11 06:48:23,515][root][INFO] - Domain : Torts, Question : 32
[2025-02-11 06:48:53,626][root][INFO] - Domain : Torts, Question : 41
[2025-02-11 06:49:24,539][root][INFO] - Domain : Torts, Question : 47
[2025-02-11 06:49:56,120][root][INFO] - Processing question number 50
[2025-02-11 06:49:56,125][root][INFO] - Domain : Torts, Question : 52
[2025-02-11 06:50:27,898][root][INFO] - Domain : Torts, Question : 62
[2025-02-11 06:50:59,025][root][INFO] - Domain : Torts, Question : 76
[2025-02-11 06:51:29,395][root][INFO] - Domain : Torts, Question : 82
[2025-02-11 06:52:01,455][root][INFO] - Domain : Torts, Question : 90
[2025-02-11 06:52:32,555][root][INFO] - Domain : Torts, Question : 95
[2025-02-11 06:53:02,690][root][INFO] - Domain : Torts, Question : 99
[2025-02-11 06:53:34,430][root][INFO] - Domain : Evidence, Question : 5
[2025-02-11 06:54:04,955][root][INFO] - Domain : Evidence, Question : 12
[2025-02-11 06:54:36,526][root][INFO] - Domain : Evidence, Question : 18
[2025-02-11 06:55:08,892][root][INFO] - Processing question number 60
[2025-02-11 06:55:08,896][root][INFO] - Domain : Evidence, Question : 23
[2025-02-11 06:55:39,399][root][INFO] - Domain : Evidence, Question : 31
[2025-02-11 06:56:10,273][root][INFO] - Domain : Evidence, Question : 34
[2025-02-11 06:56:41,763][root][INFO] - Domain : Evidence, Question : 40
[2025-02-11 06:57:12,242][root][INFO] - Domain : Evidence, Question : 44
[2025-02-11 06:57:43,232][root][INFO] - Domain : Evidence, Question : 53
[2025-02-11 06:58:14,276][root][INFO] - Domain : Evidence, Question : 59
[2025-02-11 06:58:45,348][root][INFO] - Domain : Evidence, Question : 68
[2025-02-11 06:59:16,751][root][INFO] - Domain : Evidence, Question : 73
[2025-02-11 06:59:47,890][root][INFO] - Domain : Evidence, Question : 78
[2025-02-11 07:00:19,575][root][INFO] - Processing question number 70
[2025-02-11 07:00:19,579][root][INFO] - Domain : Evidence, Question : 86
[2025-02-11 07:00:50,417][root][INFO] - Domain : Evidence, Question : 96
[2025-02-11 07:01:21,296][root][INFO] - Domain : Property, Question : 6
[2025-02-11 07:01:51,999][root][INFO] - Domain : Property, Question : 13
[2025-02-11 07:02:23,375][root][INFO] - Domain : Property, Question : 20
[2025-02-11 07:02:54,701][root][INFO] - Domain : Property, Question : 33
[2025-02-11 07:03:25,278][root][INFO] - Domain : Property, Question : 39
[2025-02-11 07:03:56,707][root][INFO] - Domain : Property, Question : 48
[2025-02-11 07:04:27,984][root][INFO] - Domain : Property, Question : 54
[2025-02-11 07:04:59,412][root][INFO] - Domain : Property, Question : 61
[2025-02-11 07:05:30,254][root][INFO] - Processing question number 80
[2025-02-11 07:05:30,260][root][INFO] - Domain : Property, Question : 67
[2025-02-11 07:06:01,563][root][INFO] - Domain : Property, Question : 75
[2025-02-11 07:06:32,857][root][INFO] - Domain : Property, Question : 83
[2025-02-11 07:07:03,567][root][INFO] - Domain : Property, Question : 89
[2025-02-11 07:07:34,379][root][INFO] - Domain : Property, Question : 97
[2025-02-11 07:08:05,945][root][INFO] - Domain : Property, Question : 100
[2025-02-11 07:08:37,324][root][INFO] - Domain : Criminal_law, Question : 10
[2025-02-11 07:09:08,766][root][INFO] - Domain : Criminal_law, Question : 15
[2025-02-11 07:09:39,479][root][INFO] - Domain : Criminal_law, Question : 26
[2025-02-11 07:10:10,644][root][INFO] - Domain : Criminal_law, Question : 30
[2025-02-11 07:10:41,125][root][INFO] - Processing question number 90
[2025-02-11 07:10:41,130][root][INFO] - Domain : Criminal_law, Question : 36
[2025-02-11 07:11:13,054][root][INFO] - Domain : Criminal_law, Question : 45
[2025-02-11 07:11:43,061][root][INFO] - Domain : Criminal_law, Question : 50
[2025-02-11 07:12:13,950][root][INFO] - Domain : Criminal_law, Question : 57
[2025-02-11 07:12:44,109][root][INFO] - Domain : Criminal_law, Question : 64
[2025-02-11 07:13:15,550][root][INFO] - Domain : Criminal_law, Question : 74
[2025-02-11 07:13:46,023][root][INFO] - Domain : Criminal_law, Question : 80
[2025-02-11 07:14:16,842][root][INFO] - Domain : Criminal_law, Question : 85
[2025-02-11 07:14:47,938][root][INFO] - Domain : Criminal_law, Question : 92
[2025-02-11 07:15:19,502][root][INFO] - Inference complete
[2025-02-11 07:15:19,502][root][INFO] - Saving raw outputs to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/raw_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_06/markdown_fact_first_few_shot_structured/test_set_1.json
[2025-02-11 07:15:19,511][root][INFO] - Starting parsing of raw outputs to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/parsed_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_06/markdown_fact_first_few_shot_structured/test_set_1.json
[2025-02-11 07:15:19,512][root][ERROR] - |Q. 7||D: Civil_procedure| Failed to extract Legal_concept: 
[2025-02-11 07:15:19,512][root][ERROR] - |Q. 7||D: Civil_procedure| Failed to extract Fact_analysis: 
[2025-02-11 07:15:19,512][root][ERROR] - |Q. 7||D: Civil_procedure| Failed to extract Rule_application: 
[2025-02-11 07:15:19,513][root][ERROR] - |Q. 28||D: Civil_procedure| Failed to extract Legal_concept: 
[2025-02-11 07:15:19,513][root][ERROR] - |Q. 28||D: Civil_procedure| Failed to extract Fact_analysis: 
[2025-02-11 07:15:19,513][root][ERROR] - |Q. 28||D: Civil_procedure| Failed to extract Rule_application: 
[2025-02-11 07:15:19,514][root][ERROR] - |Q. 91||D: Civil_procedure| Failed to extract Legal_concept: 
[2025-02-11 07:15:19,514][root][ERROR] - |Q. 91||D: Civil_procedure| Failed to extract Fact_analysis: 
[2025-02-11 07:15:19,514][root][ERROR] - |Q. 91||D: Civil_procedure| Failed to extract Rule_application: 
[2025-02-11 07:15:19,515][root][ERROR] - |Q. 60||D: Constitutional_law| Failed to extract Legal_concept: 
[2025-02-11 07:15:19,515][root][ERROR] - |Q. 60||D: Constitutional_law| Failed to extract Rule_application: 
[2025-02-11 07:15:19,516][root][ERROR] - |Q. 8||D: Contracts| Failed to extract Legal_conclusion: 
[2025-02-11 07:15:19,517][root][ERROR] - |Q. 66||D: Contracts| Failed to extract Legal_conclusion: 
[2025-02-11 07:15:19,517][root][ERROR] - |Q. 66||D: Contracts| Failed to extract chosen option: 
[2025-02-11 07:15:19,518][root][ERROR] - |Q. 24||D: Torts| Failed to extract chosen option: 
[2025-02-11 07:15:19,520][root][ERROR] - |Q. 31||D: Evidence| Failed to extract Legal_conclusion: 
[2025-02-11 07:15:19,521][root][ERROR] - |Q. 59||D: Evidence| Failed to extract Legal_concept: 
[2025-02-11 07:15:19,521][root][ERROR] - |Q. 59||D: Evidence| Failed to extract Fact_analysis: 
[2025-02-11 07:15:19,521][root][ERROR] - |Q. 59||D: Evidence| Failed to extract Rule_application: 
[2025-02-11 07:15:19,521][root][ERROR] - |Q. 68||D: Evidence| Failed to extract Legal_concept: 
[2025-02-11 07:15:19,521][root][ERROR] - |Q. 68||D: Evidence| Failed to extract Fact_analysis: 
[2025-02-11 07:15:19,521][root][ERROR] - |Q. 68||D: Evidence| Failed to extract Rule_application: 
[2025-02-11 07:15:19,521][root][ERROR] - |Q. 86||D: Evidence| Failed to extract Legal_concept: 
[2025-02-11 07:15:19,521][root][ERROR] - |Q. 86||D: Evidence| Failed to extract Fact_analysis: 
[2025-02-11 07:15:19,521][root][ERROR] - |Q. 86||D: Evidence| Failed to extract Rule_application: 
[2025-02-11 07:15:19,522][root][ERROR] - |Q. 13||D: Property| Failed to extract Legal_concept: 
[2025-02-11 07:15:19,522][root][ERROR] - |Q. 13||D: Property| Failed to extract Fact_analysis: 
[2025-02-11 07:15:19,522][root][ERROR] - |Q. 13||D: Property| Failed to extract Rule_application: 
[2025-02-11 07:15:19,522][root][ERROR] - |Q. 13||D: Property| Failed to extract Legal_conclusion: 
[2025-02-11 07:15:19,523][root][ERROR] - |Q. 83||D: Property| Failed to extract Legal_concept: 
[2025-02-11 07:15:19,523][root][ERROR] - |Q. 83||D: Property| Failed to extract Fact_analysis: 
